Title,Link,Description,date,Summary,Email,ContactAddress,Time
"Physician Assistant - Certified",https://www.indeed.com/rc/clk?jk=867e755ee218e501&fccid=ee66e7359ba2ed8b&vjs=3,"POSITION TITLE: PHYSICIAN ASSISTANT CERTIFIED (PA-C) FLOAT\nFLSA: EXEMPT\nREQUIRED EDUCATION, SKILLS, AND ABILITIES:\nCompletion of a four-year accredited PA baccalaureate program including a year of clinical training, OR completion of a two-year accredited PA program (requires two years of undergraduate study) including one year of clinical training.\nNational accreditation based on certifying exam. Continued employment requires 100 hours of continuing medical education every two years and passing a re-certification examination every six years.\nFlorida State Licensure\nCPR required\nBilingual (English\u002FSpanish) helpful but not required.\nPRINCIPAL DUTIES:\nExamines patient, takes medical history, records results, and makes preliminary diagnosis or decides on follow-up procedures.\nAdministers or orders diagnostic tests such as X-rays, electrocardiograms, and blood work, and interprets test results.\nPerforms therapeutic procedures, such as immunizations, injections, suturing and wound care, and managing infection.\nExercises professional judgment regarding consultation with supervising physicians concerning appropriate treatment.\nDevelops and implements patient care plans, instructs and counsels patients, and records progress.\nPrescribes medications to the extent allowable by state guidelines and clinic regulations.\nProvides general health education regarding matters such as proper diet, family planning, emotional problems of daily living, and health maintenance.\nAssists physician, as required, for emergency treatment and more complex procedures.\nDemonstrated competencies in dealing with all age groups including neonates, infants, children, adolescents, adults, and geriatric patients.\nTravels to all locations as needed and directed by the CMO\nOther duties as assigned.\nSUPERVISORY RESPONSIBILITIES:\nNone",,,,,
"Nurse Practitioner OR Physician Assistant- Wound Care",https://www.indeed.com/rc/clk?jk=2c1765f89cfc31af&fccid=87de6ad0c4a9c509&vjs=3,"Nurse Practitioner OR Physician Assistant- Wound CareHouse Call MD’s is seeking a part-time mobile Nurse Practitioner or Physician Assistant to join our team. You will be responsible for the assessment, diagnosis, and treatment of assigned patients for wound care and dermatology.Responsibilities: Implement wound care and dermatology treatment plans based on patient assessment in ALF, rehabs, LTACs, and private residencesMaintain accurate patient medical records with comprehensive documentationDiagnose & establish patient treatment plansCommunicate with physicians or specialists regarding patient careMonitor & report all clinical changes in wound\u002Fskin conditionsPerform multiple procedures including bedside debridement, biopsy, I&D, cryotherapy, cauterization, etc.Facilitate referrals to other home health and hospitalsInfection preventionMaintain relationships with facilities, home health, and referral sourcesQualification: Nurse Practitioner or Physician Assistant2-year prior history of patient care preferredAbility to communicate with patients and facility staffJob Type: Part-TimeNO ON-CALL, NIGHTS OR WEEKENDS, & FLEXIBLE WORK SCHEDULESNurse Practitioner OR Physician Assistant- Wound CareJob Type: Full-timeSalary: $80,000.00 \u002FyearExperience:nurse practitioner: 2 years (Preferred)Education:Master's (Preferred)License:Advanced Practice Registered Nurse (APRN) (Preferred)Shifts:Morning (Preferred)Required travel:100% (Required)Additional Compensation:BonusesWork Location:Multiple locationsBenefits:Flexible scheduleEnvironment:InpatientEmployer type:Home careNursing homePatient Type:AdultsShift Length:8 hoursWork from Home:NoSchedule:Monday to Friday",,,,,
"Advanced Practice Provider (Nurse Practitioner/Physician Assistant)",https://www.indeed.com/rc/clk?jk=ad49f3b17da3c212&fccid=56afd81c86b16c47&vjs=3,"Description:\nDuties and Responsibilities:\n\nProvides primary and episodic care to patients – independently and in collaboration with other medical professionals – following standards and protocols set by the sponsoring physician.\nObtains complete medical history and physical data on patients.\nReviews patient records.\nInterprets and integrates data to determine appropriate diagnostic and therapeutic procedures needed.\nPerforms a complete physical exam and records findings.\nEstablishes presumptive diagnosis.\nOrders appropriate laboratory and diagnostic procedures.\nSynthesizes data to determine preliminary diagnosis and therapeutic plan utilizing principles of prevention.\nAdministers injections, immunizations and oral medications.\nSutures wounds.\nTreats sprains\u002Fstrains and orthopedic injuries.\nPrepares written prescription orders for drugs and controlled substances.\nRecommends community resources to meet patient and family needs.\nInstructs patient and family regarding medications and treatment instructions.\nAssists physicians by recording patient progress notes, issues diagnostic orders and transcribe orders.\nTriages patient telephone calls and provides consultation.\nPerforms independent evaluations and treatment procedures in emergency situations.\nProvides monitoring and continuity of care between physician visits.\nAttends required meetings and participates in committees as requested.\nParticipates in professional development activities and maintains professional affiliations.\nMaintains patient confidentiality.\nUtilizes practice guidelines and standardized procedures in collaboration with the supervising physician(s) in providing medical care to patients.\nCustomer and personal service knowledge including needs assessment, meeting quality standards for services and evaluation of customer satisfaction.\nPerforms duties in accordance with the customary rules of ethics and conduct of the applicable State Board of Medicine and other such regulating bodies.\nPrescribes dosages and instruct patients in correct usage. This includes uses of chemicals and their interactions, danger signs, production techniques, and disposal methods.\nMaintains quality, safety, and infection control standards.\nLearns computer software programs; enters and maintains accurate data and statistical information in order to consistently prepare clear and concise reports, correspondence and other written materials.\nFunctions as a member of clinical team in maintain patient flow and maximizing the delivery of quality care to patients.\nEmphasize health promotion and\u002For disease prevention through patient education and coordination of care.\nFollows regulations and guidelines for writing prescriptions.\nFollow protocols which provide medical authority when such are indicated in providing care.\nPerform complete physical exams and assessments of patients including urgent, emergent and non-urgent presentation.\nSelect order and perform tests and procedures to augment physical findings.\nDefine\u002Fdocument differential diagnoses and list differential diagnoses with most likely diagnoses included.\nWrite orders on physician order sheet for tests, procedures and the implementation and management of therapies in accordance with medical nursing protocols.\nPerform diagnostic and therapeutic procedures as deemed necessary and appropriate for plan of care, in collaboration with supervising physician.\nInterpret data and diagnostic results for appropriate course of action including but not limited to, radiology, EKG, etc. in collaboration with supervising physician.\nNotate findings and treatment course in patient chart including follow-up notes.\n\nOther Special Conditions\n\n\nWill be requested on occasion to attend or participate in off-site functions\n\nSupervisory Relationship:\n\nReports to office manager, medical directors, and owners\n\nWork Schedule:\n\nWork week to include Monday through Sunday with weekend and evening hours\nApproximately 45 hours per week.\n\nRequirements:\nQualifications\n\n\nGraduate of an accredited school of Nursing or Physician Assistant\nCurrent state licensure as Advanced Practice Registered Nurse or Physician Assistant\nDEA license with no restrictions preferred\nCurrent BLS\u002FACLS\u002FPALS\nCurrent certification with the NRCME to perform Department of Transportation (DOT) exams\nSkilled in traditional disciplines of patient assessment and management\nTwo years of experience as a Practice Family Nurse Practitioner or Physician Assistant preferred\nClinical experience in an emergency medicine, urgent care, or ambulatory care setting preferred\n\nPersonal Qualities\n\n\nAbility to communicate well with staff, providers, managers and public\nCan be trusted with confidential information\nAble to work well under pressure\nNeat and friendly appearance\nAbility to comprehend established office routines and policies\nLearns quickly from oral and written instructions\nUnderstand the ethics of confidentiality\u002FHIPAA\nGood organization skills and strong communication skills\nMust be professional and courteous with patients, customers and staff\n\n",,,,,
"Outpatient Nurse Practitioner or Physician Assistant",https://www.indeed.com/rc/clk?jk=db3f020b398e48b7&fccid=dffe3742b8f927df&vjs=3,"Do you have compassion and a passion to help others? Transforming healthcare and millions of lives as a result starts with the values you embrace and the passion you bring to achieve your life&rsquo;s best work.(sm)\n\nThe Nurse Practitioner (NP) or Physician Assistant (PA) practices in a clinic as part of a collaborative team that may include, but is not limited to, Family Practice and\u002For Internal Medicine Physicians, RN Case Managers, and clinic staff. The purpose of this collaborative team is to provide a comprehensive, coordinated model of care to a mostly Medicare-aged population. The NP or PA primarily manages the geriatric-aged population either in the presence of, or in conjunction with the primary care physician and\u002For specialist. Unless specified, most NP or PA positions are outpatient. The NP or PA acts as an extension of the primary care physician to provide both chronic and acute care to our patients. The NP or PA performance will be tracked and comparatively reported using metrics related to the strategic direction and operational needs of the organization.\n\nPrimary Responsibilities:\nThe NP or PA is expected to be able to provide care consistent with their licensure and\u002For certification\nDiagnoses and treats both acute and chronic conditions such as diabetes, hypertension, kidney disease and other chronic medical conditions. The NP or PA will also treat acute conditions such as minor injuries and other acute medical conditions such as infections or exacerbations of chronic diseases\nOrders and interprets diagnostic lab work, x-rays, EKG\nPrescribes medications and other modalities of treatment as needed to treat those conditions listed above\nCounsels patients on various disease conditions they may be treating to ensure that the patient is educated to their disease process, treatment, and expected outcomes\nWorks as an integral part of a comprehensive and collaborative team in order to provide quality evidenced-based care to our patients\nPerforms all other related duties as assigned\n\nYou&rsquo;ll be rewarded and recognized for your performance in an environment that will challenge you and give you clear direction on what it takes to succeed in your role as well as provide development for other roles you may be interested in.\n\nRequired Qualifications:\nMasters of Science in Nursing OR Certification by the National Commission on Certification of Physician Assistants (NCCPA)\nCurrent Licensure through the Florida Board of Nurse Examiners OR Licensed Physician Assistant by the Florida State Medical Board\nCurrent prescriptive authority from the Florida Board of Nursing OR Current prescriptive authority from the Florida State Medical Board\nValid DEA license\n18+ months of clinical experience as a Nurse Practitioner or a Physician Assistant\nComfortable managing a primarily Medicare-aged patient population\nThis position requires Tuberculosis screening as well as proof of immunity to Measles, Mumps, Rubella, Varicella, Tetanus, Diphtheria, and Pertussis through lab confirmation of immunity, documented evidence of vaccination, or a doctor&rsquo;s diagnosis of disease\nPreferred Qualifications:\nBilingual (English\u002FSpanish) proficiency\nAbility to communicate with all level of employees and maintain relationships with various health plans\nCareers with WellMed. Our focus is simple. We're innovators in preventative health care, striving to change the face of health care for seniors. We're impacting 240,000+ lives, primarily Medicare eligible seniors in Texas and Florida, through primary and multi-specialty clinics, and contracted medical management services. We've joined Optum, part of the UnitedHealth Group family of companies, and our mission is to help the sick become well and to help patients understand and control their health in a lifelong effort at wellness. Our providers and staff are selected for their dedication and focus on preventative, proactive care. For you, that means one incredible team and a singular opportunity to do your life's best work.(sm)\nDiversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity\u002FAffirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.\nUnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.",,,,,
"APRN / PA-C u2013 Moffitt at AdventHealth Celebration - CRU",https://www.indeed.com/rc/clk?jk=5b901640c112a1ee&fccid=5c06aeefddf51d3b&vjs=3,"Nurse Practitioner \u002F Physician Assistant &ndash; AdventHealth Celebration Clinical Research Unit\nBased at Moffitt Cancer Center at AdventHealth in Celebration, Florida the Nurse Practitioner or Physician Assistant provides patient care under the auspices of the Moffitt Medical Group (MMG), and serves as member of the academic medical enterprise, advancing the institutional mission of contributing to the prevention and cure of cancer.\nThis position supports the Clinical Research Unit (CRU), whereby providers' duties directly contribute to early-phase clinical trials that will benefit cancer patients who have run out of other treatment options.\nPosition Highlights:\nAssists physicians with the evaluation, management and treatment of a wide spectrum of patients with different medical problems, procedures and co-morbidities.\nWorks within a defined scope of practice and under the authority of supervising physician(s) or by specific protocol(s).\n\nThe Ideal Candidate:\nClinical professional who demonstrates a passion for our mission, and who takes pride in delivering world class patient care in a collaborative, learning environment.\nThe successful candidate will be a superior communicator, an engaged team member, and a knowledgeable, patient focused provider.\nResponsibilities:\nProvides patient care as a member of an interdisciplinary team, working with many specialists to coordinate and optimize patient care.\nCorrelates subjective and objective data to formulate a differential or working diagnosis.\nFormulates treatment plans for medical conditions within scope of practice.\nPrescribes oral and IV medications when appropriate, within the scope of practice.\nProvide clinical examinations, and collect clinical samples for studies.\nDocuments patient care in accordance with medical staff rules.\n\nCredentials and Qualifications:\nBachelor&rsquo;s degree at minimum; Master&rsquo;s or above a plus.\nGraduate of an accredited Advanced Registered Nurse or Physician Assistant program.\nActive FL medical license (or the ability to obtain one) and national certification by the appropriate accreditation body.\nActive BLS and ACLS.\nExperience in oncology or general internal medicine; specialty-specific experience preferred.\n\nLocation: H. Lee Moffitt Cancer Center &amp; Research Institute &middot; MMG Satellite Oncology\nSchedule: Full Time, Day Shift, Day Shift \u002F Variable",,,,,
"Physician Assistant/ARNP Nurse Practitioner",https://www.indeed.com/rc/clk?jk=aec07c381fcd1c93&fccid=627b8e1639021b6c&vjs=3,"Millennium prides itself on teamwork. In addition to our physician colleagues, MPG providers also include Nurse Practitioners (NPs) and Physician Assistants (PA's) which you will hear referred to as &quot;Advanced Providers&quot;. Advanced providers have been providing primary, acute and specialty healthcare to patients of all ages and in all walks of life for more than half a century and fill a huge gap in our healthcare system.\nAdvanced providers focus on assess to care for our patients. We order, perform and interpret diagnostic tests such as lab work and x-rays. We diagnosis and treat both acute and chronic conditions such as diabetes, high blood pressure, infections and injuries. We prescribe medications and other treatments as well as manage our patient's overall well-being (comprehensive care).\nAdvanced providers are more than just health care providers; they are mentors, educators, researchers, and most importantly partners in our patient's health!\nCome join the area's largest healthcare team.\n\n Credentials required: Florida APRN License &amp; Board Certification",,,,,
"Physician Assistant",https://www.indeed.com/rc/clk?jk=adfb134ed90f04ef&fccid=623f8c029aabf3a7&vjs=3,"Advanced Urology Institute (AUI) is recognized, both locally and nationally, as an independent organization of urologists which is deeply rooted in our mission of &ldquo;Advancing Patient-Centered Urologic Care&rdquo;.\n\nPhysician Assistant\nDepartment: AUI Clinical Department\nReports to: Practice Manager\nSupervises: None\nOvertime Status: Non-Exempt\nGENERAL SUMMARY OF DUTIES:\nThe Physician Assistant provides medical treatment under the supervision of the physicians for Advanced Urology Institute. Conduct patient examinations and follow-ups, provide treatment plans, and counsel patients. May, in some cases, prescribe medication. This medical care will be provided within the frame work of the hospital&rsquo;s medical staff department&rsquo;s policies and procedures. Will work with complex surgical patients both pre and post-operatively.\nRESPONSIBILITIES INCLUDE, BUT ARE NOT LIMITED TO:\nActs as the primary physician extender for the Radiation Oncology Service line.\nProvides patient care and dictates patient care rendered per expectations of the Radiation Oncology Service Line.\nObtains and dictates history and physical, progress notes, and discharge summaries to document care given to patient.\nEnsures all pertinent data in patient charts are counter-signed by the supervising physician.\nCoordinates advanced diagnostic and therapeutic patient care procedures by assisting with the technical and medical aspects of simulation and treatment planning.\nFamily counseling.\nCounsels patients in preventive care.\nReview of side effects with patient prior to obtaining consent for radiation therapy treatments.\nAssists with management of unscheduled patient visits.\nAssists with the management of emergency patient treatments.\nAssesses patients for radiation toxicity and other co-morbid conditions and provides symptom management during weekly status checks.\nManages daily patient problems as necessary and documents care implemented.\nProvides in-service and daily consultation to nursing staff.\nWith supervision, conducts inpatient consults to evaluate patients for radiation treatment.\nWith supervision, coordinates hospice referrals and discharge planning.\nCan initiate emergency resuscitation and stabilizing measures.\nAdministers or orders medication as requested by supervising physician.\nResponds to physician patient calls.\nIdentifies patients for clinical protocols.\nResponsible for RTOG studies.\nKnowledgeable in protocols and pathways of the Radiation Oncology Service Line.\nCoordinates and assists with HDR procedures.\nFollow-up with HDR patients and provide symptom management as necessary.\nParticipates in chart rounds, conferences and meetings as required by the Radiation Oncology Service Line.\nMay be required to evaluate portal films in view station, determine and draw treatment fields, contour anatomical volumes in Eclipse, or transcribe anatomy from CT to simulation films as appropriate, and dictate external beam summaries.\nCompletes documentation for charges as required by AUI radiation billing protocol.\nAttends all department meetings as required.\nAbility to discern when to seek assistance in order to provide quality patient care and meet centers' patient care objectives.\nMaintain patient privacy, patient identity, and patient confidentiality and personnel information on current and former staff members. Must be aware of The Health Insurance Portability and Accountability Act (HIPAA).\nPeriodic duties as requested by the supervising physician and allowed by state and federal laws.\nKNOWLEDGE, SKILLS &amp; ABILITIES:\nKnowledge:\nMust have at least two (2) years of progressive radiation therapy experience.\n1-2 years previous experience in urology preferred\nSkills:\nShowcase exceptional customer service skills\nAdjusting actions in relation to others' actions.\nUnderstanding the implications of new information for both current and future problem-solving and decision-making.\nMaintains patient and employee privacy and confidentiality.\nAbilities:\nBe an exceptional multi-tasker and meet tight deadlines.\nFollows all policies and procedures including safety and infection control.\nDemonstrates tact, diplomacy and sensitivity in communications.\nEDUCATION\u002FCERTIFICATIONS:\nMust be licensed or otherwise recognized as a nurse practitioner in the state of Florida, and maintain full and current certification as a nurse practitioner from the American Nurses Association or another nationally recognized certifying body.\nMust be a Graduate from a Physician Assistant program approved by the council of Medical Education of the American Medical Association and maintain certification by the National Commission on the Certification of Physician Assistants.\nCurrent Basic Life Support certification (BLS).\nCertification by the State of Florida.\nWORK ENVIRONMENT:\nNormal office environment.\nWorking with radiation, but little chance of injury or illness when established safety procedures are followed.\nInherent potential for mucous membrane or skin contact with blood, body fluids or tissues, or a potential for spills or splashes during the performance of a job - use of standards precautions and personal protective equipment required for performing tasks likely to cause exposure.\nWork hours can be long and without a break for eating or resting depending upon patient needs.\nMost work performed standing.\nExcellent attendance is an expectation.\nWalking to and from inpatient units and various departments.\nMay be required to dictate letters to referring physicians by keying Medical Records dictation number and codes into telephone\u002F computer keyboard and speaking into a hand held telephone receiver or voice activated computer system.\nMENTAL\u002FPHYSICAL REQUIREMENTS:\nHearing: Adequate to perform job duties in person and over the telephone. Able to use\nStethoscope and respond to verbal questions.\nSpeaking: Must be able to communicate clearly to patients in person and over the telephone.\nVision: Visual acuity adequate to perform job duties, including visual examination of patient and reading information from printed sources and computer screens.\nAUI is the fifth largest, and expanding, urology practice in the United States. AUI offers competitive benefits that include a retirement plan, medical, dental, vision and life insurance.",,,,,
"Nurse Practitioner or Physician Assistant - Field Clinician",https://www.indeed.com/rc/clk?jk=f79565ccee4e678a&fccid=c6c6c4cbfa64eec5&vjs=3,"Field Clinician (Nurse Practitioner, Physician Assistant, Podiatrist)&mdash;WOUND CAREAre you looking for autonomy, flexibility and financial stability while providing excellent wound care for our patients?Woundtech may be the place for you!We have immediate openings for highly motivated and clinically talented Field Clinicians to treat patients in the field. The successful candidate will be responsible for managing the patient’s wound care and visit documentation in a timely and efficient manner. You are compensated very competitively, as you are paid on a Per Patient Visit structure. This means that you have the flexibility to set your schedule, and you can adjust your visits, depending on what fits with your circumstances and lifestyle.WHO WE AREWoundtech is the nation’s leading physician-based provider of wound management services. Since 1999 Woundtech has been on a mission to ensure that anyone, anywhere can get access to the best wound care possible. We’ve been achieving that goal year over year!With our clinicians’ commitment and dedication to providing the highest quality of care to our patients, we have consistently achieved superior clinical outcomes, and that’s what sets us apart from everyone else.We do this by providing concierge care to all our patients, and we are committed to living our values of Integrity, Respect, Drive and Innovation every day, with every patient. We are proud of what we do.Because Woundtech provides expert wound care services wherever the patient resides, we save time and eliminate the cost of co-pays and transportation expenses. Utilizing a telehealth-based platform where bedside clinicians collaborate with wound care nurses in a call center, Woundtech provides comprehensive wound care to health plan and medical group patients, Skilled Nursing Facilities, and Assisted Living Facilities, utilizing the most advanced wound care products.We have a proven team comprised of fiercely intelligent individuals with tons of energy and an upbeat view of the future. We all act like owners and we get a huge kick out doing great work and doing it fast. We like it even more when we come up with a fresh way to solve a problem. Above all, we are devoted to providing extraordinary wound care, because patient care is at the center of everything of we do.Why Work for Woundtech?Woundtech offers a highly competitive compensation and benefits package, including relocation, along with excellent work\u002Flife balance.We provide a comprehensive paid training program for all new clinicians, mileage reimbursement, malpractice insurance, as well as full benefits that include health insurance and PTO.While other clinical settings limit you to a small glimpse into the episode of care, at Woundtech you are conducting the initial evaluation and all follow on visits with your patients through complete healing of the wound.Clinicians will have the support of Wound Certified RN or LPN for consultation and documentation via telehealth web-based technology.We make every effort to reduce your travel time between patients&mdash;we strive to assign our clinicians as close to their own homes as possible.Responsibilities: Provision of hands-on care to patients as directed by Woundtech’s needs.Debridement of wounds by sharp, enzymatic, autolytic or surgical methods able to be safely completed in the place of patient visit and all associated procedures to complete the debridement.Application and management of topical wound care and associated wound management products.Direction and recommendation of associated services to improve wound healing outcomes. This includes but is not limited to labs, radiologic tests, vascular tests, referrals, home health care, Vacuum Assisted Closure device, and orthotics.Interpretation of diagnostic tests and recommendation of appropriate follow up to same.Recommendations for prescription of required medications and\u002For Durable Medical Equipment or supplies (DME) to facilitate wound healing and\u002For wound prevention within her\u002Fhis scope of practice, license and as per the collaborative agreement with the supervising physician.Diabetic Foot Ulcer risk assessment for Members with Diabetes, as per the ADA guidelines.Education of patients as to the topical and systemic management of their wounds.Education of the Primary Care Physician (PCP), CM, or referring Physician on current wound management practices.Provision of regular updates to the PCP, CM, or referring Physician on the status of their patient’s systemic conditions associated with wound care. Also, provision of updates on the patient’s wound status that were assessed by ANP or PA or in conjunction with another Woundtech clinician’s assessment.QualificationsNurse graduate of accredited school of Nursing and Nurse Practitioner program or Physician Assistant graduate of an accredited school for Physician Assistant education.Possesses and maintains national certification as NP or PA; wound care certification preferred1-3 years’ experience at the advanced practice level.Current, active, unrestricted license as a Nurse Practitioner or Physician Assistant in the stateAbility to practice autonomouslyAbility to lift 50 lbs. or moreMust Have full range of mobilityMust be able to reposition patientsExcellent communication skills.Valid and unrestricted driver's licenseExcellent verbal and written communication skills in a professional environmentHourly paid training and orientation provided.Ability to set priorities while managing multiple tasksDetail oriented with excellent organizational skillsPhysical demands DurationAbility to lift, carry, push, or pull 10-50 lbs ConstantlyAbility to lift, carry, push, or pull 51-100 lbs FrequentlyAbility to lift, carry, push, or pull over 100 lbs OccasionallyAbility to lift or reposition patients FrequentlyAbility to twist, turn, and bend FrequentlyAbility to sit, squat, or kneel FrequentlyAbility to reach outward or reach above shoulder ConstantlyAbility to handle or finger ConstantlyOccasionally: Position requires this activity up to 33% of the time.Frequently: Position requires this activity from 33% to 66% of the time.Constantly: Position requires this activity more than 66% of the time.TO LEARN MORE ABOUT US visit www.woundtech.net (EOE\u002FAAE m\u002Ff\u002Fd\u002FvJob Type: Part-timeLocation:Deltona, FL (Preferred)Work authorization:United States (Preferred)Required travel:100% (Preferred)Work Location:On the roadMultiple locationsBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time off",,,,,
"Physician Assistant / Nurse Practitioner",https://www.indeed.com/rc/clk?jk=f26349e8ac142681&fccid=b36c9ea13ed502bb&vjs=3,"An established and rapidly growing internal medicine and primary care practice based out of St Cloud, FL is seeking a part-time Physician Assistant\u002FNurse Practitioner.The Physician Assistant\u002FNurse Practitioner, in collaboration with the physician, provides medical care and treatment for adult patients, including specialist referrals, home health care referrals, and medication management. Applicants must have strong knowledge of evidence-based medicine recommendations of quality care, disease prevention, and coding. Applicants must be willing to travel locally to Assisted Living Facilities and Skilled Nursing Facilities to see adult patients, with a focus on geriatric and mental health populations. There is also a clinic location in St Cloud. The candidate should perform other duties as assigned, be flexible with hours, and have reliable transportation.Job Type: Part-timeEducation:Master's (Required)Work Location:One locationOn the roadBenefits:Retirement planSpeciality :GeriatricHome healthFamilyCompleted license needed:Upon starting workEMR Used:Practice FusionShift Length:8 hours10 hoursRelocation Assistance Provided:No",,,,,
"Nurse Practitioner/ Physician Assistant",https://www.indeed.com/rc/clk?jk=82f95ac8c4b2043e&fccid=ff53367a28a7e19f&vjs=3,"ICU NURSE PRACTITIONER OR PHYSICIAN ASSISTANT Come join the Pulmonary Practice Associates team to provide coverage in a busy medical\u002Fsurgical ICU. Here you would provide direct care and assume responsibility for the clinical management of critical care patients in the intensive care unit as a critical care resource provider. Obtain patient histories, perform physical examinations, order, perform, and interpret diagnostic tests, prescribe medications, perform procedures, and develop treatment plans. Direct or participate in case management and continuing care. Collaborate with attending physicians, specialists, and other members of the health care team to deliver effective, efficient, safe, and high-quality care. Participate in education efforts for patients, families, and the health care team. Schedule would consist of 12 hour day and\u002For night.Requirements: Nurse PractitionerRequired Education\u002FExperience:*Master’s degree in nursing or higher.*Previous experience in critical care or inpatient acute care preferredRequired Credentials:*Active, unencumbered registered nurse and advanced registered nurse practitioner licensure in the State of Florida* Advanced Life Support (ACLS).* Active Drug Enforcement Authority registration.Physician AssistantRequired Education\u002FExperience:*Graduate of a nationally accredited physician assistant program.*Previous experience in critical care or inpatient acute care preferredRequired Credentials:*Initial certification by the National Commission on Certification of Physician Assistants.* Advanced Life Support (ACLS).*Active, unencumbered physician assistant, certified, licensure in the State of Florida* Active Drug Enforcement Authority registration.The Practice.-Well established and collegial group serving our community for over 30 years-Currently 9 providers including 2 mid-levels providing Pulmonary and Critical Care services.-Serving the northern suburbs of Orlando. (Southern Volusia and Northern Seminole Counties)-Enjoy great weather with excellent quality of life with low cost of living and a great school system.-Great entertainment options including theme parks, concert and professional sportsWe offer: Competitive Salary with benefitsJob Type: Full-timeWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planEnvironment:InpatientEmployer type:General hospitalShift Length:12 hoursWork from Home:NoThis Company Describes Its Culture as:Detail-oriented -- quality and precision-focusedStable -- traditional, stable, strong processesTeam-oriented -- cooperative and collaborativeSchedule:12 Hour Shift",,,,,
"Acute Care Nurse Practitioner or Critical Care Physician Assistant",https://www.indeed.com/rc/clk?jk=b02d4a4d34550ca6&fccid=1f0b71ba769c1df1&vjs=3,"Critical Care\u002FIntensivist group is seeking an experienced Acute Care Nurse Practitioner or Critical Physician Assistant proficient in procedures: Art Lines, Central Lines, Intubation and Chest Tubes, no exception:7 on\u002F7 off schedule working nightsPhysician coverage on nights as wellCover 10 bed unitSalary is based on experienceFull benefits package includes: Health, Dental, Vision, Life, Disability and moreRetirement plan with matchCME bonusCME Time off paidVacation Time off paidPaid malpractice insuranceThis position offers a great work\u002Flife balance with 7 days off and only covering 10 beds. Great group of physicians and practitioners. Lots to do in the area and close to everything!!Job Type: Full-timeSalary: $105,000.00 to $135,000.00 \u002FyearExperience:Acute Care\u002FCritical NP or PA: 1 year (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offRelocation assistanceProfessional development assistancePatient Type:AdultsShift Length:12 hoursRelocation Assistance Provided:Yes",,,,,
